x,y,presence,depth,slope,aspect
332792.28,8374360.74,0,-6.88950252532959,68.37807617873773,284.378761381361
332792.28,8374359.73,0,-6.989349842071533,53.247473359988064,240.5158746888678
332792.28,8374358.72,1,-7.0026655197143555,61.280456090967036,247.22704355455187
332792.28,8374357.71,0,-7.424430847167969,38.03200511427353,237.0158595215406
332792.28,8374356.7,0,-7.44908332824707,46.81458858979419,291.5343903911035
332792.28,8374355.69,1,-7.700658321380615,18.078799783067904,233.68006674387618
332792.28,8374354.68,0,-7.529915809631348,37.96900107319564,211.85752924782608
332792.28,8374353.67,0,-7.687525272369385,33.66341579194586,329.7225089316725
332792.28,8374352.66,1,-8.006616592407227,61.70453870749398,258.0796284237691
332792.28,8374351.65,0,-8.188132286071777,43.871182339401244,231.98043153974422
332793.28,8374371.86,1,-4.574135780334473,20.304200650306626,206.3123029964796
332793.28,8374370.85,1,-4.618616580963135,36.22723279655537,245.2879992894944
332793.28,8374369.84,1,-5.0646867752075195,55.05569486229957,251.37268957622584
332793.28,8374368.83,1,-5.888395309448242,41.73293143531915,226.65182174408682
332793.28,8374367.82,0,-6.662686824798584,24.48273252692908,189.8421161299168
332793.28,8374366.81,0,-6.95811128616333,57.62150666493369,297.10469552109447
332793.28,8374365.79,1,-7.186680316925049,68.53684424761089,275.6522248039875
332793.28,8374364.78,1,-6.318418025970459,68.14520923250107,259.9415432292328
332793.28,8374363.77,1,-6.468326568603516,47.970718025760505,264.63930449692356
332793.28,8374362.76,1,-6.148797512054443,63.68520967668567,293.48730162854883
332793.28,8374361.75,0,-5.824728012084961,61.908302830771184,327.8877648436649
332793.28,8374360.74,1,-6.189094543457031,33.37313186140192,217.15424553550443
332793.28,8374359.73,0,-5.916119575500488,49.13781086548612,257.0694220896682
332793.28,8374358.72,0,-6.233763217926025,20.191441310228946,192.77317341028623
332793.28,8374357.71,1,-6.6245574951171875,49.849946892532145,224.20504113076407
332793.28,8374356.7,0,-6.925858974456787,26.139055774854135,296.5408539128641
332793.28,8374355.69,1,-6.638979911804199,55.76674989429634,260.7632552842892
332793.28,8374354.68,1,-6.90560245513916,49.85229160192891,258.0726947850266
332793.28,8374353.67,0,-6.886952877044678,36.84259653881148,290.67644715916884
332793.28,8374352.66,1,-6.810582160949707,50.79266328182959,223.65861750679508
332793.28,8374351.65,1,-7.644970893859863,49.651384295359364,229.58480678976662
332793.28,8374350.64,1,-7.764730453491211,30.142203995555302,256.9231029241903
332794.3,8374373.88,1,-4.064658164978027,19.430689059155455,287.2406240614158
332794.3,8374372.87,1,-4.443131923675537,24.201529538321914,330.609232950339
332794.3,8374371.86,1,-4.456443786621094,18.647334484464103,119.40683641542401
332794.3,8374370.85,1,-4.672760486602783,35.871721802269604,152.32172607481363
332794.3,8374369.84,1,-5.0426836013793945,31.920560054090604,214.92092019195067
332794.3,8374368.83,1,-5.602056980133057,18.649033046423423,315.3872466838144
332794.3,8374367.82,1,-5.958606243133545,35.75797660321241,225.571267093955
332794.3,8374366.81,1,-5.99128532409668,36.27711750994716,289.8623563783056
332794.3,8374365.79,1,-5.463811874389648,35.47700457383118,328.3081948095251
332794.3,8374364.78,1,-5.418246746063232,35.737918085422784,300.21641092215094
332794.3,8374363.77,0,-5.751852989196777,25.777965530887823,304.8970535768827
332794.3,8374362.76,1,-5.597613334655762,17.57250230036287,302.9710311595319
332794.3,8374361.75,0,-5.437081813812256,45.3284517579562,330.7028378882591
332794.3,8374360.74,0,-5.448145866394043,48.10425120000255,226.82585709330053
332794.3,8374359.73,0,-5.4462361335754395,29.16547280705855,218.74289866620015
332794.3,8374358.72,0,-5.436559677124023,33.014112403232325,276.1231886433838
332794.3,8374357.71,0,-5.567473411560059,62.10714102357292,263.24891467396037
332794.3,8374356.7,1,-6.023739814758301,46.42437823301773,304.2101755123958
332794.3,8374355.69,1,-6.111741065979004,50.77914664073457,285.9619838501845
332794.3,8374354.68,1,-6.568068981170654,39.62582668839555,197.03672217363774
332794.3,8374353.67,0,-6.540186882019043,9.404804041728545,329.910267911517
332794.3,8374352.66,1,-6.7469563484191895,57.3299731900038,301.0672711510747
332794.3,8374351.65,1,-7.246658802032471,5.03466464156119,123.7335567750006
332794.3,8374350.64,1,-7.537102699279785,16.323222488368927,113.00010246825642
332795.31,8374375.9,0,-4.413515090942383,39.40944566247193,5.721149206947588
332795.31,8374374.89,0,-4.491988182067871,24.913701205419923,113.6118322257791
332795.31,8374373.88,1,-4.459259986877441,40.53849639760276,66.6943269073933
332795.31,8374372.87,1,-4.173556804656982,34.50557364805619,71.36096131938984
332795.31,8374371.86,1,-4.56658411026001,17.24996666082653,228.11274406966768
332795.31,8374370.85,1,-4.791156768798828,19.92726196870885,71.60428320519661
332795.31,8374369.84,1,-4.835728168487549,14.226329596829153,244.6669715577237
332795.31,8374368.83,1,-5.104271411895752,13.890910686329264,267.851483108727
332795.31,8374367.82,1,-4.921087741851807,55.50616048962257,320.7960698949122
332795.31,8374366.81,1,-5.042444229125977,56.96328587938459,235.93223720792233
332795.31,8374365.79,0,-4.916018962860107,33.07184171815095,291.99677030384356
332795.31,8374364.78,0,-5.017247200012207,31.41310018769777,279.84277706919727
332795.31,8374363.77,0,-5.075546741485596,27.540810320128962,278.13978999122656
332795.31,8374362.76,1,-4.973857879638672,48.7157856229119,266.2077023973408
332795.31,8374361.75,1,-5.095255374908447,36.74203721264699,260.07073195210364
332795.31,8374360.74,1,-4.833892345428467,13.954344161068054,186.23350879095636
332795.31,8374359.73,1,-4.930713176727295,29.127787181368653,70.73426807503168
332795.31,8374358.72,1,-5.189464092254639,16.749341078509875,238.95423497101942
332795.31,8374357.71,0,-5.414557456970215,20.14996345346193,319.7171048660674
332795.31,8374356.7,0,-5.330477714538574,21.517908452498734,229.80896128498435
332795.31,8374355.69,1,-5.709781646728516,22.450755367454917,186.385452555592
332795.31,8374354.68,1,-6.192153453826904,38.65256056689577,225.87473346332945
332795.31,8374353.67,1,-6.516693592071533,35.36886579047406,194.33399535624264
332795.31,8374352.66,1,-6.729344367980957,43.37902848880436,247.0573549827983
332795.31,8374351.65,1,-6.955436706542969,30.97827217984706,199.5962231773163
332795.31,8374350.64,1,-7.362576484680176,20.046364114238393,232.1473439308051
332795.31,8374349.63,0,-7.51657772064209,29.62695571667327,259.8217263204305
332796.32,8374376.91,0,-5.287370204925537,28.30888553369826,120.74650767255078
332796.32,8374375.9,0,-5.257992267608643,21.589848033189366,120.77719782045645
332796.32,8374374.89,0,-5.0460028648376465,47.109055953440624,57.234153995147196
332796.32,8374373.88,0,-4.963723659515381,46.711502351686754,77.0075219332449
332796.32,8374372.87,0,-4.402047157287598,21.876232798304823,167.56254802861125
332796.32,8374371.86,1,-4.535189628601074,2.364222733696324,5.745161517253938
332796.32,8374370.85,1,-4.099005699157715,5.689129524607771,320.6071915971498
332796.32,8374369.84,1,-4.21133279800415,21.24642918985346,245.75654730265964
332796.32,8374368.83,1,-4.650524616241455,25.996435153001595,46.32040060308768
332796.32,8374367.82,1,-4.59581995010376,20.76418992373834,333.5207890852577
332796.32,8374366.81,1,-4.722909450531006,25.760220102098394,339.53160965301396
332796.32,8374365.79,1,-4.466024875640869,21.485225699537565,259.9474844912298
332796.32,8374364.78,0,-4.756998062133789,11.844256712851305,157.97790454562903
332796.32,8374363.77,1,-4.584817409515381,10.957298247272107,115.23401611870806
332796.32,8374362.76,1,-4.829843044281006,27.871031608474848,263.9184986320855
332796.32,8374361.75,1,-4.603338718414307,40.128281233374494,182.2519750910597
332796.32,8374360.74,1,-4.616209506988525,9.02554750292137,199.32360063483577
332796.32,8374359.73,1,-4.935295581817627,25.76370150330443,183.64548578157766
332796.32,8374358.72,1,-4.739883899688721,28.814229054775105,226.40511276964048
332796.32,8374357.71,1,-5.1017746925354,40.56560390111911,274.26867291681134
332796.32,8374356.7,1,-5.320383548736572,21.698611172196046,228.63664901884954
332796.32,8374355.69,1,-5.581796169281006,47.08018108946611,274.0297646066702
332796.32,8374354.68,1,-5.57050895690918,28.285672650950907,202.23415221945535
332796.32,8374353.67,1,-5.698018550872803,46.242737135504726,289.98422125237784
332796.32,8374352.66,1,-5.87547492980957,53.02627186150104,263.609886611064
332796.32,8374351.65,1,-6.693180084228516,33.813983817192344,229.92058796602498
332796.32,8374350.64,1,-6.827301025390625,27.3358416556235,174.7446104145598
332797.32,8374377.92,0,-5.56643009185791,27.46966173007328,68.67048778533311
332797.32,8374376.91,0,-5.505312442779541,17.37027518016355,67.50298137577231
332797.32,8374375.9,0,-5.39345645904541,8.365953761573484,67.4479267663072
332797.32,8374374.89,0,-5.205735683441162,12.75913927130045,320.8929365655462
332797.32,8374373.88,0,-4.718005657196045,19.49330583997083,325.7038530680169
332797.32,8374372.87,1,-4.534433841705322,11.92405149662381,69.53106172106406
332797.32,8374371.86,1,-4.357314109802246,40.46559554083123,57.515051920064046
332797.32,8374370.85,1,-4.2221999168396,19.58531914132798,19.311700945678215
332797.32,8374369.84,1,-4.2422871589660645,4.238448401647328,276.9634336093614
